Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_id	gene_name	gene_type	havana_gene	hgnc_id	level	ont	A1	A2	A3	A5	HD4	H5	H6	A4	H1	H2
3	154272546	154324488	51942	-	ENSG00000174953.14	ENSG00000174953.14	DHX36	protein_coding	OTTHUMG00000159109.4	HGNC:14410	1 | 2	---	191	288	326	135	565.001	519	498	121	224	181
17	18650195	18651543	1348	+	ENSG00000174977.8	ENSG00000174977.8	PAIP1P2	processed_pseudogene	OTTHUMG00000059049.1	HGNC:56189	1	PGO:0000004	29.5906	37.2281	124.29	55.9057	174.745	199.449	231.388	126.45	49.2908	50.0644
12	116910950	117031149	120199	+	ENSG00000174989.13	ENSG00000174989.13	FBXW8	protein_coding	OTTHUMG00000169329.4	HGNC:13597	2	---	1	161	33	13	173	112	140	16	107	19
11	66257294	66267861	10567	+	ENSG00000174996.12	ENSG00000174996.12	KLC2	protein_coding	OTTHUMG00000133757.5	HGNC:20716	2 | 3	---	3	19	25	8	26	28	32	7	10	2.00113
6	160121815	160158719	36904	+	ENSG00000175003.15	ENSG00000175003.15	SLC22A1	protein_coding	OTTHUMG00000015947.6	HGNC:10963	1 | 2	---	137	220	228	162	137	89	197	99	64	98
10	124984317	125161171	176854	-	ENSG00000175029.17	ENSG00000175029.17	CTBP2	protein_coding	OTTHUMG00000019224.9	HGNC:2495	2	---	1102.15	1416.2	1746.23	1761.14	3163.12	3172.74	2672.1	1072.12	1392.99	1149.11
3	143119771	143124015	4244	+	ENSG00000175040.6	ENSG00000175040.6	CHST2	protein_coding	OTTHUMG00000159351.3	HGNC:1970	2	---	661	83	611	155	312	656	175	325.968	167	97
6	157381133	157678158	297025	+	ENSG00000175048.17	ENSG00000175048.17	ZDHHC14	protein_coding	OTTHUMG00000015896.7	HGNC:20341	2	---	1	1	6	1	11	5	4	21	1	2
3	142449007	142578734	129727	-	ENSG00000175054.16	ENSG00000175054.16	ATR	protein_coding	OTTHUMG00000159234.32	HGNC:882	2	---	32.0016	43.8313	96	27.9999	341.288	376.998	329.837	97	135	94.5757
17	16438767	16480250	41483	+	ENSG00000175061.20	ENSG00000175061.20	SNHG29	lncRNA	OTTHUMG00000058990.25	HGNC:28619	2	---	218.413	84.3335	2780.64	520.326	462.551	619.16	476.885	1063.7	93.6811	195.309
20	45812576	45816958	4382	+	ENSG00000175063.17	ENSG00000175063.17	UBE2C	protein_coding	OTTHUMG00000033038.3	HGNC:15937	2 | 3	---	9	45	112	115	43	47	36	90	31	18
3	142157527	142225593	68066	-	ENSG00000175066.16	ENSG00000175066.16	GK5	protein_coding	OTTHUMG00000133572.6	HGNC:28635	2	---	78	33	159	51	199	238	179	25	57	27
8	66628487	66667232	38745	-	ENSG00000175073.8	ENSG00000175073.8	VCPIP1	protein_coding	OTTHUMG00000164560.2	HGNC:30897	2	---	3053	3675	4479	1613	6994	8046	5220	2220	3840	2025
2	219418377	219426736	8359	+	ENSG00000175084.13	ENSG00000175084.13	DES	protein_coding	OTTHUMG00000058924.4	HGNC:2770	2	---	0	1	1	3	0	5	0	0	0	0
1	26111165	26125556	14391	+	ENSG00000175087.10	ENSG00000175087.10	PDIK1L	protein_coding	OTTHUMG00000007511.3	HGNC:18981	2 | 3	---	9	5	87	1	59	57	56	25	6	16
11	36483769	36510273	26504	-	ENSG00000175104.15	ENSG00000175104.15	TRAF6	protein_coding	OTTHUMG00000166391.2	HGNC:12036	2	---	314.977	668.999	892.971	288.983	1110.99	1109	1319.99	350	496.959	443.979
3	88059255	88144661	85406	+	ENSG00000175105.8	ENSG00000175105.8	ZNF654	protein_coding	OTTHUMG00000159097.4	HGNC:25612	1 | 2	---	237	355	467	113	1132	1083	1223	106	402	368
17	15502264	15563596	61332	-	ENSG00000175106.17	ENSG00000175106.17	TVP23C	protein_coding	OTTHUMG00000171461.10	HGNC:30453	1 | 2	---	19.9938	15.2664	78.4695	10.3681	37.6229	71.3263	53.4851	36.776	27.9715	22.4803
3	139005806	139360498	354692	+	ENSG00000175110.14	ENSG00000175110.14	MRPS22	protein_coding	OTTHUMG00000159910.3	HGNC:14508	1 | 2	---	85.0326	101.567	196.803	80.8036	218.37	272.039	378.585	191.813	106.199	115.517
11	66070272	66244745	174473	+	ENSG00000175115.13	ENSG00000175115.13	PACS1	protein_coding	OTTHUMG00000166889.5	HGNC:30032	1 | 2	---	3022	4945.99	6954.89	3706	13163.9	11916	9822.96	2286	4817.02	4854
1	32333839	32336234	2395	-	ENSG00000175130.7	ENSG00000175130.7	MARCKSL1	protein_coding	OTTHUMG00000007589.4	HGNC:7142	2	---	1021	322	3230	736	4792	4701	4667	739	1534	2367
1	248810446	248825916	15470	-	ENSG00000175137.11	ENSG00000175137.11	SH3BP5L	protein_coding	OTTHUMG00000040389.3	HGNC:29360	2	---	972.003	1122.01	1356.01	913.007	3024.98	2522.98	2479.97	351	1351.99	1162.99
1	15111815	15153619	41804	-	ENSG00000175147.13	ENSG00000175147.13	TMEM51-AS1	lncRNA	OTTHUMG00000002043.8	HGNC:26301	2	---	4.83137	1.0003	7.92931	33.7467	3.98098	0.000760233	0.721847	0.47765	1.08802e-05	4.65755e-08
17	59331655	59401730	70075	+	ENSG00000175155.11	ENSG00000175155.11	YPEL2	protein_coding	OTTHUMG00000179378.3	HGNC:18326	2	---	294	797	1035	278	970	952	1081	250	463	558
9	133233278	133276025	42747	-	ENSG00000175164.16	ENSG00000175164.16	ABO	protein_coding	OTTHUMG00000020872.7	HGNC:79	2	---	4	1	24	7	213	243	235	9	16	10
3	184299198	184309051	9853	+	ENSG00000175166.17	ENSG00000175166.17	PSMD2	protein_coding	OTTHUMG00000156796.5	HGNC:9559	1 | 2	---	548	488.877	1629.01	1084	1649.01	1468	1868	870.769	622.935	971.003
17	58755854	58985180	229326	+	ENSG00000175175.6	ENSG00000175175.6	PPM1E	protein_coding	OTTHUMG00000179248.3	HGNC:19322	2	---	8.34158	5.2255	2.05297	7.28494	9.46692	7.35558	4.17331	1.03766	0	0
3	184335926	184348422	12496	+	ENSG00000175182.15	ENSG00000175182.15	FAM131A	protein_coding	OTTHUMG00000156206.21	HGNC:28308	1 | 2	---	242	179	439.575	166.557	631.789	739.334	738.27	80	374.987	427
12	76858709	76879024	20315	-	ENSG00000175183.10	ENSG00000175183.10	CSRP2	protein_coding	OTTHUMG00000169919.2	HGNC:2470	1 | 2	---	2	7	2	1	4	7	5	3	0	0
12	57434784	57452063	17279	+	ENSG00000175189.4	ENSG00000175189.4	INHBC	protein_coding	OTTHUMG00000169994.2	HGNC:6068	2	---	1	4	1	0	1	0	1	2	0	0
3	183829271	183884934	55663	-	ENSG00000175193.14	ENSG00000175193.14	PARL	protein_coding	OTTHUMG00000191959.12	HGNC:18253	1 | 2	---	115.626	52.1409	416.376	284.035	380.56	464.284	540.881	233.902	174.511	205.495
12	57516588	57521738	5150	-	ENSG00000175197.13	ENSG00000175197.13	DDIT3	protein_coding	OTTHUMG00000170046.4	HGNC:2726	2	---	1876.24	1266.43	3647.54	6052.34	1398.61	1844.18	1794.22	3264.32	791.498	1016.66
13	100089015	100530438	441423	+	ENSG00000175198.17	ENSG00000175198.17	PCCA	protein_coding	OTTHUMG00000017284.13	HGNC:8653	2 | 3	---	0	0	12	9	25.0516	24	38	9.26295	9.59235	4
12	57529633	57547225	17592	-	ENSG00000175203.17	ENSG00000175203.17	DCTN2	protein_coding	OTTHUMG00000170124.5	HGNC:2712	1 | 2	---	794.892	814.105	1585.71	3682.58	1222.57	1267.61	1008.73	1749.85	529.097	506.593
11	46701030	46705913	4883	+	ENSG00000175213.3	ENSG00000175213.3	ZNF408	protein_coding	OTTHUMG00000166568.3	HGNC:20041	2	---	137	149	299	144	285	258	334	195	127	169
12	57819927	57846730	26803	-	ENSG00000175215.11	ENSG00000175215.11	CTDSP2	protein_coding	OTTHUMG00000170483.3	HGNC:17077	1 | 2	---	3620.97	8029	8668.96	5348.06	19458.4	17336.9	19752.9	2729	9066.92	11111.8
11	46743048	46846309	103261	-	ENSG00000175216.15	ENSG00000175216.15	CKAP5	protein_coding	OTTHUMG00000166599.5	HGNC:28959	1 | 2 | 3	---	3	16	95	16	259	225	236	46	31	44
11	46677080	46700620	23540	-	ENSG00000175220.12	ENSG00000175220.12	ARHGAP1	protein_coding	OTTHUMG00000166567.3	HGNC:673	2	---	1301	1319	3015.02	1458	3242.01	3382.99	2638	1049	1527	1252
19	867630	893219	25589	-	ENSG00000175221.16	ENSG00000175221.16	MED16	protein_coding	OTTHUMG00000181841.12	HGNC:17556	1 | 2	---	744.999	789	1090.3	1604	1515.94	1395	1331.62	727	517.901	669.988
11	46617527	46674819	57292	+	ENSG00000175224.17	ENSG00000175224.17	ATG13	protein_coding	OTTHUMG00000166538.4	HGNC:29091	1 | 2	---	1031	1066.63	2499.01	1982	3163.36	3016.21	3201.68	1390	1331.46	1617.99
15	34378935	34437809	58874	-	ENSG00000175265.19	ENSG00000175265.19	GOLGA8A	protein_coding	OTTHUMG00000129447.6	HGNC:31972	2	---	26.4907	30.0873	77.0374	44.9042	153.852	336.917	149.363	2.21075	73.1317	29.7003
11	44885903	44951307	65404	-	ENSG00000175274.19	ENSG00000175274.19	TP53I11	protein_coding	OTTHUMG00000165714.4	HGNC:16842	1 | 2 | 3	---	3477.05	1627.98	4913.89	3618.02	2299.99	3114.02	2024.99	638.998	1844.99	1109
1	10430433	10442809	12376	+	ENSG00000175279.22	ENSG00000175279.22	CENPS	protein_coding	OTTHUMG00000059085.11	HGNC:23163	1 | 2	---	2.55722e-10	0	14.0498	0.249245	3.87264	4.98591	5.19901	10	0	1.99999
9	128945530	128947604	2074	-	ENSG00000175283.8	ENSG00000175283.8	DOLK	protein_coding	OTTHUMG00000020765.2	HGNC:23406	2	---	3	3	37	8	23	39	59	28	10	18
9	128920966	128942042	21076	+	ENSG00000175287.19	ENSG00000175287.19	PHYHD1	protein_coding	OTTHUMG00000020764.20	HGNC:23396	2 | 3	---	1	4	5	8	4	4	1	4	1	3
11	66016752	66026480	9728	-	ENSG00000175294.6	ENSG00000175294.6	CATSPER1	protein_coding	OTTHUMG00000166668.2	HGNC:17116	2	---	35	22	55	99	10	14	9	46	3	12
8	94879770	94896679	16909	-	ENSG00000175305.18	ENSG00000175305.18	CCNE2	protein_coding	OTTHUMG00000164696.1	HGNC:1590	2	---	2.38921	26.4372	49.1556	3.20872	7.68031	7.31734	19.3491	9.4032e-16	6.32707	10.6262
5	178208471	178232803	24332	-	ENSG00000175309.15	ENSG00000175309.15	PHYKPL	protein_coding	OTTHUMG00000130892.6	HGNC:28249	1 | 2	---	794.189	693.685	1192.54	701	1076.24	1298.62	1075.73	561.102	659.005	474.177
18	14057457	14132491	75034	-	ENSG00000175322.12	ENSG00000175322.12	ZNF519	protein_coding	OTTHUMG00000182055.2	HGNC:30574	1 | 2	---	0	0	2	0	5	12	1	0	1	3
8	38163335	38176731	13396	-	ENSG00000175324.10	ENSG00000175324.10	LSM1	protein_coding	OTTHUMG00000164051.2	HGNC:20472	1 | 2	---	204	128.593	433	369.333	438	449.147	426.151	272.226	149	237.632
11	66002228	66004150	1922	+	ENSG00000175334.8	ENSG00000175334.8	BANF1	protein_coding	OTTHUMG00000166749.3	HGNC:17397	2	---	48	33	341	179	113.972	216	170	363	29	55
12	56360568	56362858	2290	-	ENSG00000175336.10	ENSG00000175336.10	APOF	protein_coding	OTTHUMG00000170715.2	HGNC:615	2	---	0	0	1	4	1	3	0	2	1	0
15	31923438	32173019	249581	+	ENSG00000175344.19	ENSG00000175344.19	CHRNA7	protein_coding	OTTHUMG00000129285.8	HGNC:1960	2	---	8.4713	24.2025	36.1992	17.5511	67.8956	42.8358	21.7039	18.5619	12.4484	15.6629
11	8947202	8965012	17810	-	ENSG00000175348.11	ENSG00000175348.11	TMEM9B	protein_coding	OTTHUMG00000165676.3	HGNC:1168	1 | 2	---	215	223	1007	507.001	901.001	915.005	1135	495	297	510
11	8965682	9005289	39607	-	ENSG00000175352.12	ENSG00000175352.12	NRIP3	protein_coding	OTTHUMG00000165680.3	HGNC:1167	1 | 2	---	3	5	22	14	12	6	14	3	3	1
18	12785478	12929644	144166	-	ENSG00000175354.20	ENSG00000175354.20	PTPN2	protein_coding	OTTHUMG00000131702.6	HGNC:9650	1 | 2	---	638	269.941	931.535	762.902	798.931	1036.61	877.86	1018.78	339	376.72
11	9019476	9138115	118639	-	ENSG00000175356.14	ENSG00000175356.14	SCUBE2	protein_coding	OTTHUMG00000163880.7	HGNC:30425	1 | 2	---	0	2	3	4	1	3	3	5	5	1
11	65996545	66002177	5632	-	ENSG00000175376.9	ENSG00000175376.9	EIF1AD	protein_coding	OTTHUMG00000166671.4	HGNC:28147	1 | 2	---	270	262	890.002	344	572.001	805.003	689.001	346	231	338.001
18	47808957	47931147	122190	-	ENSG00000175387.16	ENSG00000175387.16	SMAD2	protein_coding	OTTHUMG00000132652.5	HGNC:6768	1 | 2 | 3	---	949	1115	2084	929.999	2485	2555.02	2328	657.999	926.001	1078
11	7970251	8001863	31612	+	ENSG00000175390.15	ENSG00000175390.15	EIF3F	protein_coding	OTTHUMG00000165675.4	HGNC:3275	2	---	219.258	181.276	1209.85	667.632	632.58	848.069	757.733	1137.66	196.245	352.014
10	37949573	37976648	27075	-	ENSG00000175395.16	ENSG00000175395.16	ZNF25	protein_coding	OTTHUMG00000019344.4	HGNC:13043	2	---	63	135	108	53	263	318	320.999	31	57	110
5	176365487	176401866	36379	+	ENSG00000175414.7	ENSG00000175414.7	ARL10	protein_coding	OTTHUMG00000130655.3	HGNC:22042	2	---	0	4.10387e-14	2.83428	0	18.045	32	12	1	9	1
5	176392501	176416540	24039	-	ENSG00000175416.16	ENSG00000175416.16	CLTB	protein_coding	OTTHUMG00000130662.4	HGNC:2091	2	---	463.999	512.002	1384.99	1643.01	1142.99	1280	1200	650.001	490.001	960.005
8	19901717	19967260	65543	+	ENSG00000175445.17	ENSG00000175445.17	LPL	protein_coding	OTTHUMG00000036645.9	HGNC:6677	2	---	1	5	7	20	7	7	1	37	5	2
5	95646777	95684774	37997	+	ENSG00000175449.15	ENSG00000175449.15	RFESD	protein_coding	OTTHUMG00000121168.6	HGNC:29587	1 | 2	---	0	2	4	0	1	7	6	0	2	1
3	123897305	123961409	64104	-	ENSG00000175455.16	ENSG00000175455.16	CCDC14	protein_coding	OTTHUMG00000153005.23	HGNC:25766	1 | 2 | 3	---	9	3	170	12	280	377	285	30	67	43
11	67403915	67410090	6175	+	ENSG00000175463.12	ENSG00000175463.12	TBC1D10C	protein_coding	OTTHUMG00000167139.4	HGNC:24702	2 | 3	---	3384.97	2603.94	6604.91	8087.92	6603.93	7776.84	6806.03	2317.99	3788.8	3364.82
11	65961728	65980138	18410	+	ENSG00000175467.15	ENSG00000175467.15	SART1	protein_coding	OTTHUMG00000166771.3	HGNC:10538	2	---	962.001	1164	2666.99	1949	1989	2217	1677.99	1205	913.003	761.999
10	131901008	131959835	58827	+	ENSG00000175470.20	ENSG00000175470.20	PPP2R2D	protein_coding	OTTHUMG00000019277.7	HGNC:23732	2	---	442.001	521.999	1399	875.999	1264	1320	1353	529.002	469.001	639
5	94703690	95285095	581405	-	ENSG00000175471.20	ENSG00000175471.20	MCTP1	protein_coding	OTTHUMG00000162742.8	HGNC:26183	1 | 2	---	1004	958.998	1050	561	1205	1409	776.999	728	653.001	415
11	67350772	67356973	6201	-	ENSG00000175482.9	ENSG00000175482.9	POLD4	protein_coding	OTTHUMG00000167135.5	HGNC:14106	1 | 2	---	750.715	549.382	1402.69	1926.13	1150.9	1440.3	1246.16	1098.3	563.474	679.178
19	18391137	18397623	6486	-	ENSG00000175489.10	ENSG00000175489.10	LRRC25	protein_coding	OTTHUMG00000183361.5	HGNC:29806	2	---	8401.59	10192.7	17987.5	14624	20646	19246.2	15097.4	8857.9	10584.1	8316.47
11	67364168	67374178	10010	-	ENSG00000175505.11	ENSG00000175505.11	CLCF1	protein_coding	OTTHUMG00000167669.2	HGNC:17412	2	---	27	3	102	7	137	88	133	29	19	29
11	65945480	65959967	14487	+	ENSG00000175513.10	ENSG00000175513.10	TSGA10IP	protein_coding	OTTHUMG00000166753.5	HGNC:26555	2	---	1	1	0	0	2	1	5	1	2	0
11	5514393	5518432	4039	-	ENSG00000175518.8	ENSG00000175518.8	UBQLNL	protein_coding	OTTHUMG00000066903.7	HGNC:28294	2	---	3	4	5	0	25	9	6	15	19	2
11	74490519	74493725	3206	-	ENSG00000175536.7	ENSG00000175536.7	LIPT2	protein_coding	OTTHUMG00000165646.3	HGNC:37216	1 | 2	---	5	11	17.0418	19.5733	18	21	24	6	9	11
11	74454841	74467730	12889	-	ENSG00000175538.11	ENSG00000175538.11	KCNE3	protein_coding	OTTHUMG00000165641.2	HGNC:6243	2	---	456	875.001	833.001	591	3286.97	3581.99	3269.01	445	2028	1368
11	67452406	67461753	9347	+	ENSG00000175544.14	ENSG00000175544.14	CABP4	protein_coding	OTTHUMG00000168033.4	HGNC:1386	1 | 2	---	0	0	0	0	2	7	2	1	0	0
12	38316762	38329722	12960	+	ENSG00000175548.9	ENSG00000175548.9	ALG10B	protein_coding	OTTHUMG00000169298.6	HGNC:31088	2	---	5	2	17	7	52	63	43	7	14	9
11	65919274	65921564	2290	+	ENSG00000175550.8	ENSG00000175550.8	DRAP1	protein_coding	OTTHUMG00000166723.5	HGNC:3019	2	---	1612	540	2937	2512	3036.99	2226.99	2136	2483.01	2231.99	1306.99
X	118974614	119018356	43742	+	ENSG00000175556.17	ENSG00000175556.17	LONRF3	protein_coding	OTTHUMG00000022262.7	HGNC:21152	2 | 3	---	42	23	29	32	28	55	47	30	22	5
11	74000277	74009086	8809	-	ENSG00000175564.13	ENSG00000175564.13	UCP3	protein_coding	OTTHUMG00000168109.3	HGNC:12519	2	---	13	32	21	24	43	47	42	11	25	12
11	73974672	73982844	8172	-	ENSG00000175567.11	ENSG00000175567.11	UCP2	protein_coding	OTTHUMG00000168095.7	HGNC:12518	1 | 2	---	760.998	872.005	798.001	2024.97	2668.05	1675.99	2874.98	1165.01	666.999	849.003
11	65916810	65919063	2253	-	ENSG00000175573.7	ENSG00000175573.7	C11orf68	protein_coding	OTTHUMG00000157153.3	HGNC:28801	2	---	484.001	481.002	868.001	1074.01	1421	1245	1190	392	758	716.001
11	73876699	73931115	54416	+	ENSG00000175575.13	ENSG00000175575.13	PAAF1	protein_coding	OTTHUMG00000168062.4	HGNC:25687	1 | 2 | 3	---	1	0	27	9	51	37	35	20	9	17
11	73787872	73865134	77262	+	ENSG00000175581.14	ENSG00000175581.14	MRPL48	protein_coding	OTTHUMG00000168048.5	HGNC:16653	1 | 2	---	2	0	68	30	56	56	83	85	11	15
11	73675638	73761138	85500	-	ENSG00000175582.20	ENSG00000175582.20	RAB6A	protein_coding	OTTHUMG00000134308.6	HGNC:9786	2 | 3	---	1290.26	1412.45	2853.48	1157.31	3452.76	3182.92	3844.65	897.451	983.199	1644.6
11	73218281	73242428	24147	+	ENSG00000175591.12	ENSG00000175591.12	P2RY2	protein_coding	OTTHUMG00000167966.1	HGNC:8541	2	---	8	8	190.915	3	1453.89	1388.86	1320.44	23	298.407	255.905
11	65892049	65900574	8525	-	ENSG00000175592.9	ENSG00000175592.9	FOSL1	protein_coding	OTTHUMG00000166715.5	HGNC:13718	1 | 2	---	7	2	50	153	2	6	2	15	3	2
16	13920138	13952349	32211	+	ENSG00000175595.16	ENSG00000175595.16	ERCC4	protein_coding	OTTHUMG00000048194.4	HGNC:3436	2	---	14	10	24	2	101.609	112.813	99.5528	12	28	34
7	40135005	40860764	725759	+	ENSG00000175600.16	ENSG00000175600.16	SUGCT	protein_coding	OTTHUMG00000155094.6	HGNC:16001	1 | 2	---	3	3	2	3	1	0	7	7	2	1
11	65890673	65891636	963	+	ENSG00000175602.4	ENSG00000175602.4	CCDC85B	protein_coding	OTTHUMG00000166722.2	HGNC:24926	2	---	23	14	222	223	70	80	58	88	14	24
8	73972437	73982784	10347	+	ENSG00000175606.11	ENSG00000175606.11	TMEM70	protein_coding	OTTHUMG00000164502.1	HGNC:26050	2	---	327	319	661	455	353	521	429	251	182	273
9	95759231	95876050	116819	-	ENSG00000175611.14	ENSG00000175611.14	ERCC6L2-AS1	lncRNA	OTTHUMG00000020286.5	HGNC:27858	2	---	19.4033	7.19873	46.3144	34.7574	19.6158	56.5246	30.87	57.6088	11.2574	16.338
11	67428460	67435402	6942	+	ENSG00000175634.15	ENSG00000175634.15	RPS6KB2	protein_coding	OTTHUMG00000167673.9	HGNC:10437	1 | 2	---	528	447	1468	1071	1121	1283	1385	608	542	809
16	11249619	11381663	132044	+	ENSG00000175643.10	ENSG00000175643.10	RMI2	protein_coding	OTTHUMG00000129793.5	HGNC:28349	2	---	32	33	62	27.9999	59	50	23	115	66	13
17	17843511	17972423	128912	-	ENSG00000175662.18	ENSG00000175662.18	TOM1L2	protein_coding	OTTHUMG00000059353.7	HGNC:11984	1 | 2	---	156	401	404	299	808	1055	1004	119	563.999	424.001
19	2933218	2944972	11754	-	ENSG00000175691.9	ENSG00000175691.9	ZNF77	protein_coding	OTTHUMG00000180566.2	HGNC:13150	2	---	0	0	11	4	17	25	23	8	4	9
2	110211529	110245421	33892	-	ENSG00000175701.11	ENSG00000175701.11	MTLN	protein_coding	OTTHUMG00000131194.5	HGNC:27339	2	---	1	0	17	13	6	14	7	15	4	0
1	26949562	26960469	10907	-	ENSG00000175707.10	ENSG00000175707.10	KDF1	protein_coding	OTTHUMG00000004272.2	HGNC:26624	2	---	0	0	0	1	3	0	6	0	2	1
17	82942149	83051810	109661	-	ENSG00000175711.9	ENSG00000175711.9	B3GNTL1	protein_coding	OTTHUMG00000177788.1	HGNC:21727	1 | 2	---	276.78	631.955	702.841	585.419	955.909	1224.41	736.876	416.989	863.253	384.725
12	122078756	122147345	68589	+	ENSG00000175727.14	ENSG00000175727.14	MLXIP	protein_coding	OTTHUMG00000168953.5	HGNC:17055	1 | 2 | 3	---	543.001	3100.96	1273.01	2345	2086.99	1914.99	2684.99	348	881.002	1024
20	32690180	32690816	636	-	ENSG00000175730.8	ENSG00000175730.8	BAK1P1	processed_pseudogene	OTTHUMG00000158163.1	HGNC:996	2	PGO:0000004	3	2	6	3.0466	34	22	13	9	26.3179	9.05802
7	39854494	39855057	563	-	ENSG00000175741.5	ENSG00000175741.5	RWDD4P2	processed_pseudogene	OTTHUMG00000155282.1	HGNC:23754	1	PGO:0000004	9.54072	44.8853	42.2608	41.7493	60.8175	93.3437	80.702	32.1585	27.7537	31.4309
1	1373730	1375208	1478	-	ENSG00000175756.14	ENSG00000175756.14	AURKAIP1	protein_coding	OTTHUMG00000001413.3	HGNC:24114	2	---	678.004	533	1842.01	2067	1186.01	1327	1281.01	1169	528.002	853
9	121815674	122093607	277933	-	ENSG00000175764.17	ENSG00000175764.17	TTLL11	protein_coding	OTTHUMG00000020596.2	HGNC:18113	2	---	6	5	14	8	53	47	35	7	3	17
9	37582646	37592605	9959	-	ENSG00000175768.13	ENSG00000175768.13	TOMM5	protein_coding	OTTHUMG00000019923.3	HGNC:31369	2	---	12	16	137	98	54.836	49	76.954	119	7.99999	21
11	130314993	130403658	88665	+	ENSG00000175773.15	ENSG00000175773.15	ZBTB44-DT	lncRNA	OTTHUMG00000165655.5	HGNC:54265	2	---	0	1	3	3	0	6	0	0	0	0
12	68746125	68793965	47840	+	ENSG00000175782.11	ENSG00000175782.11	SLC35E3	protein_coding	OTTHUMG00000169282.4	HGNC:20864	1 | 2	---	227	853.001	684	328	761.998	774.999	1144	174	265	513
9	94259298	94301830	42532	+	ENSG00000175787.17	ENSG00000175787.17	ZNF169	protein_coding	OTTHUMG00000020264.4	HGNC:12957	2	---	21	30	60	21	121	120	148	23	44	36
3	128064778	128153915	89137	-	ENSG00000175792.12	ENSG00000175792.12	RUVBL1	protein_coding	OTTHUMG00000159658.4	HGNC:10474	1 | 2	---	3.01472	1.0062	46.0475	22	31.6684	43.0374	18.5064	31	10	10.1736
1	26863149	26864457	1308	+	ENSG00000175793.12	ENSG00000175793.12	SFN	protein_coding	OTTHUMG00000004093.2	HGNC:10773	2	---	51	46	74	196	53	54	47	202	71	20
11	4378282	4379210	928	+	ENSG00000175800.5	ENSG00000175800.5	OR52B3P	unitary_pseudogene	OTTHUMG00000154223.1	HGNC:15208	2	PGO:0000006	1	1	1	6	14	8	10	3	7	2
8	10054292	10428892	374600	+	ENSG00000175806.15	ENSG00000175806.15	MSRA	protein_coding	OTTHUMG00000090517.8	HGNC:7377	1 | 2	---	207	147	840.997	519.999	342	445	342	183	159	207
17	7243591	7252492	8901	-	ENSG00000175826.12	ENSG00000175826.12	CTDNEP1	protein_coding	OTTHUMG00000102180.7	HGNC:19085	2	---	941.05	854.916	2598.87	2244.94	3425.24	3012.04	3082.14	1888.42	820.326	1167.43
9	128275379	128316124	40745	+	ENSG00000175854.15	ENSG00000175854.15	SWI5	protein_coding	OTTHUMG00000020729.5	HGNC:31412	2	---	39	29	143	95	70	116	120	66	29	52
5	58491435	58497091	5656	+	ENSG00000175857.9	ENSG00000175857.9	GAPT	protein_coding	OTTHUMG00000131219.4	HGNC:26588	2 | 3	---	1650.99	1506.01	2513	788.997	11068.9	9588.96	7733.74	1172.01	3070.02	2400.96
17	81035122	81117435	82313	+	ENSG00000175866.16	ENSG00000175866.16	BAIAP2	protein_coding	OTTHUMG00000177698.4	HGNC:947	1 | 2	---	31.0021	55.6293	119.769	94.5055	223.509	205.774	301.247	41.4718	76.8665	63.123
2	101345550	101387504	41954	-	ENSG00000175874.10	ENSG00000175874.10	CREG2	protein_coding	OTTHUMG00000130692.4	HGNC:14272	2	---	6	21	10	2	11	17	29	1	13	7
18	39334872	39335673	801	-	ENSG00000175886.10	ENSG00000175886.10	RPL7AP66	processed_pseudogene	OTTHUMG00000155303.2	HGNC:35682	2	PGO:0000004	22.1822	3.87721	77.9727	85.2909	41.8994	65.3878	37.3533	121.68	11.4497	38.4977
9	14611071	14693433	82362	-	ENSG00000175893.12	ENSG00000175893.12	ZDHHC21	protein_coding	OTTHUMG00000019573.2	HGNC:20750	2	---	2	0	32	3	19	18	17	2	3	2
21	44497893	44711573	213680	-	ENSG00000175894.18	ENSG00000175894.18	TSPEAR	protein_coding	OTTHUMG00000041215.4	HGNC:1268	1 | 2	---	4	5	3	4	98.5677	94	157	26	85	16
8	95115642	95156699	41057	+	ENSG00000175895.5	ENSG00000175895.5	PLEKHF2	protein_coding	OTTHUMG00000164660.2	HGNC:20757	2	---	1110	1825.99	2456.99	1128	2799.98	3512.05	3166.06	704.999	932.002	1369.99
17	43398993	43401138	2145	+	ENSG00000175906.5	ENSG00000175906.5	ARL4D	protein_coding	OTTHUMG00000180881.3	HGNC:656	2	---	0	0	2	6	3	3	5	8	1	1
4	3463306	3501474	38168	+	ENSG00000175920.18	ENSG00000175920.18	DOK7	protein_coding	OTTHUMG00000122087.8	HGNC:26594	1 | 2 | 3	---	1	0	3	1	3	1	1	0	0	0
3	3799431	3849835	50404	+	ENSG00000175928.6	ENSG00000175928.6	LRRN1	protein_coding	OTTHUMG00000154934.3	HGNC:20980	1 | 2	---	195	196	134	161	117	131	154	34	97	24
